GT,sliceID,brainID,neuronArea,cgArea,cgPer,astroArea,ctxArea,infArea,globScore,infPerc
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_14.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,26749.0,57928.0,18418.798184905383,221834.0,197970.0,3634.0,9.303832997376059,1.8356316613628327
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_15.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,28328.0,58155.0,18972.33938218984,225734.0,218138.0,3411.0,8.697402278461269,1.5636890408823771
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_16.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,23526.0,65100.0,21267.994503335776,216161.0,216970.0,3137.0,9.802274279087328,1.4458220030418951
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_17.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,16240.0,64550.0,21007.479784710013,206765.0,180176.0,2801.0,11.659421779099333,1.554591066512743
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_18.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,23394.0,70167.0,22143.973254779718,209712.0,209372.0,2653.0,10.576377574260034,1.2671226333989263
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_19.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,18745.0,75074.0,24067.024299524797,183620.0,203543.0,1280.0,11.824049119608533,0.6288597495369529
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_20.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,15351.0,85907.0,28597.980248777876,129851.0,199013.0,1564.0,14.369905608567219,0.7858783094571711
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_21.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,15965.0,98489.0,33007.933059969364,84944.0,238915.0,1734.0,13.815764209015494,0.7257811355503003
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_22.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,13293.0,113905.0,40526.35635957096,70414.0,275171.0,2825.0,14.727698907069042,1.026634347369454
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_23.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,12679.0,101967.0,40135.52670695693,64723.0,274547.0,2207.0,14.618818164815837,0.8038696470913905
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_24.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,11841.0,136129.0,50672.379910428775,59259.0,376765.0,2781.0,13.449333114920117,0.7381258874895492
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_25.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,8336.0,105791.0,43768.27432393954,53479.0,281005.0,1544.0,15.575621189637031,0.5494564153662747
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_26.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,10893.0,123000.0,51240.56663520569,43710.0,389304.0,2691.0,13.16209610874938,0.6912335860921028
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_27.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,7721.0,169373.0,62926.84747103801,38515.0,512889.0,2792.0,12.269096718985592,0.5443672997471187
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_28.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,714784.0,182022.0,66282.50381767323,31397.0,1309670.0,16005.0,5.06100802627175,1.2220635732665481
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_29.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,701331.0,193845.0,69128.9244868275,25947.0,1308804.0,13923.0,5.281839334753522,1.0637956485463065
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_30.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,730137.0,197588.0,69316.68498420197,22512.0,1303735.0,12065.0,5.316777181267817,0.9254181256160185
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_31.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,742188.0,203629.0,70789.21102958477,19812.0,1316043.0,9726.0,5.378943623391088,0.7390336030053729
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_32.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,759299.0,209864.0,71442.72296908645,13473.0,1302461.0,9317.0,5.485210149792312,0.7153381176096636
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_33.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,724478.0,233748.0,75179.42285885432,10896.0,1284453.0,8366.0,5.85303026726975,0.6513278415014018
7L,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4_34.tif,7L.63X.RNAiSpz3 6.5..19 488wrap Cy3alrm Cy5elav 4,758772.0,253753.0,78207.69042456531,9345.0,1302528.0,8193.0,6.004300132094306,0.6290075913915094
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_0.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,61501.0,101653.0,47640.88623009836,97710.0,322977.0,8035.0,14.750550729648973,2.487793248435647
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_1.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,59617.0,48827.0,22302.773977756493,88209.0,225191.0,3752.0,9.903936648336964,1.6661411868147482
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_2.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,64951.0,53348.0,23694.75081662813,83730.0,259210.0,3783.0,9.141140703147304,1.459434435399869
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_3.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,63299.0,59537.0,25235.946955589774,86937.0,265790.0,5214.0,9.494693914590382,1.9616990857443846
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_4.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,63858.0,56235.0,22587.688804063502,77247.0,258488.0,4422.0,8.738389714053845,1.7107177122342234
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_5.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,68504.0,55526.0,22717.274590501132,83711.0,269029.0,5722.0,8.444173152523012,2.126908251526787
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_6.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,64445.0,51437.0,20552.893639334892,78188.0,266397.0,5381.0,7.7151370470894545,2.0199176417151845
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_7.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,68870.0,58502.0,23023.000599990188,66895.0,276264.0,3045.0,8.333695523119259,1.1022065850056468
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_8.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,74005.0,52309.0,20569.399302713413,63542.0,293574.0,5897.0,7.006546663775884,2.008692867897021
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_9.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,76888.0,53789.0,20772.8084656419,65249.0,288162.0,5292.0,7.208725808969225,1.8364669873196329
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_10.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,79805.0,53361.0,20807.09273688936,66790.0,291649.0,7410.0,7.1342925012221405,2.5407253239339065
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_11.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,85020.0,52130.0,20413.037866999675,70665.0,301641.0,6089.0,6.7673286678534,2.0186247890704516
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_12.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,88494.0,58698.0,22778.28487123765,73115.0,327247.0,7774.0,6.960578667256737,2.3755756355291267
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_13.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,93174.0,53016.0,20575.121128120358,63653.0,325557.0,5893.0,6.319975036052168,1.8101284874845265
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_14.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,94922.0,59460.0,22592.615823679338,64211.0,351558.0,10148.0,6.4264263147700635,2.8865791704356036
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_15.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,102104.0,65761.0,23691.183499622486,73022.0,363736.0,7682.0,6.513290820711309,2.111971319858359
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_16.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,104952.0,59875.0,20490.113118893645,72278.0,362317.0,7797.0,5.6552999497383905,2.151982932073295
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_17.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,108617.0,63380.0,20557.969937249385,75155.0,403769.0,6375.0,5.0915176591688285,1.578873068511946
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_18.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,112557.0,66743.0,21901.957923409318,87394.0,422328.0,7897.0,5.186006592840001,1.8698736527059536
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_19.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,126391.0,67621.0,20330.964886615504,82689.0,461978.0,12474.0,4.400851314697995,2.700128577551312
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_20.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,138043.0,73522.0,20572.698905331275,96282.0,490603.0,13957.0,4.193349593323171,2.844866419487855
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_21.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,148568.0,69174.0,19866.792267719728,107322.0,510080.0,15504.0,3.894838509198504,3.0395232120451694
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_22.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,166252.0,77692.0,21850.462540767312,116057.0,561849.0,24772.0,3.8890275751611756,4.409013809760274
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_23.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,188670.0,75818.0,21649.402620243738,108407.0,625647.0,26064.0,3.460322293600663,4.165927431922474
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_24.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,217992.0,68925.0,20598.101971605352,99600.0,677846.0,27400.0,3.0387583568547063,4.0422160785783205
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_25.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,250092.0,72687.0,21684.2259967346,86109.0,791891.0,27036.0,2.73828418263809,3.4141062343176016
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_26.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,277876.0,82914.0,23438.46585829764,82102.0,919471.0,25769.0,2.5491250793442792,2.8025897499758012
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_27.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,299292.0,85350.0,23913.859869324482,74238.0,971567.0,24627.0,2.461370123658428,2.534771148052579
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_28.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,318362.0,93785.0,24887.859002772704,72386.0,1004431.0,29935.0,2.477806738618452,2.9802943158863076
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_29.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,337181.0,108993.0,27376.516215959695,59979.0,1065981.0,31688.0,2.568199265836792,2.9726608635613583
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_30.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,351989.0,111479.0,27280.681692180537,49284.0,1068335.0,26900.0,2.5535699656175765,2.517936789490188
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_31.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,347939.0,112996.0,27857.584325178734,48170.0,1086981.0,32432.0,2.5628400427586806,2.9836768075982927
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_32.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,356747.0,106013.0,26926.6745495056,55168.0,1064642.0,25216.0,2.529176432031199,2.368495700902275
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_33.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,353840.0,107102.0,28126.139628344306,50990.0,1057636.0,27114.0,2.659340229374218,2.5636419335196607
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_34.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,363195.0,93958.0,26516.669319402972,50077.0,1069534.0,32476.0,2.479273152550828,3.0364626089493183
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_35.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,349294.0,116808.0,29859.208963052617,54107.0,1039404.0,24457.0,2.872724076783678,2.3529830556742133
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_36.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,349346.0,110753.0,29232.843343256776,38964.0,1040097.0,21076.0,2.8105881800694337,2.0263494654825465
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_37.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,350290.0,106508.0,29390.115421195416,32887.0,961681.0,17689.0,3.056118964728992,1.8393833298151883
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_38.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,329720.0,115631.0,31701.654885376316,41016.0,923212.0,26332.0,3.433843460156098,2.8522159590646567
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_39.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,334899.0,116654.0,31682.760441073588,39376.0,895727.0,20828.0,3.5371000808364137,2.3252620497093424
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_40.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,296449.0,108996.0,30058.498284933965,43732.0,801305.0,21193.0,3.751193151787892,2.6448106526229087
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_41.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,277717.0,106572.0,29031.472852295796,47614.0,740546.0,24206.0,3.9202794765343136,3.26866933316769
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_42.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,253652.0,106865.0,29740.321661424823,45869.0,684431.0,14938.0,4.345262219482288,2.1825428713778305
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_43.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,223684.0,112620.0,32596.47530327435,77120.0,623090.0,13973.0,5.231423278061652,2.242533181402366
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_44.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,195301.0,195480.0,56145.21341897939,459066.0,627196.0,13430.0,8.95178116872228,2.141276411201602
7L,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3_45.tif,7L.63X.RNAiSpz3 8.29.19 488wrap Cy3alrm Cy5elav 3,561841.0,22543.0,9439.109770571347,35325.0,766636.0,11857.0,1.2312374804433064,1.5466270824746033
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_0.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,45413.0,72325.0,31895.053229162044,87408.0,281318.0,3803.0,11.337722161099554,1.3518509302639716
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_1.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,45403.0,72378.0,29699.630647435457,110229.0,236058.0,5468.0,12.581497194518064,2.3163798727431395
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_2.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,50524.0,66465.0,25021.51445206417,108472.0,266730.0,7150.0,9.38083997003118,2.680613354328347
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_3.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,53929.0,63657.0,21175.917159400753,105873.0,270130.0,6219.0,7.839157871913802,2.302224854699589
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_4.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,53072.0,70781.0,22692.63811825592,92359.0,273171.0,4663.0,8.307118295227502,1.7069893949211299
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_5.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,53412.0,72205.0,22905.92047693108,100208.0,275129.0,4791.0,8.325520202134665,1.7413649597098089
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_6.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,49216.0,77229.0,23703.052511287045,110271.0,289668.0,5422.0,8.18283431766265,1.8717980584669347
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_7.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,67462.0,72085.0,22038.768060570837,111517.0,317448.0,7384.0,6.942481307354539,2.326050250749729
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_8.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,68497.0,72665.0,22395.136638959506,131888.0,310230.0,7774.0,7.21888168099781,2.5058827321664574
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_9.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,65760.0,68752.0,20755.035954427374,130779.0,306149.0,8794.0,6.779390412651151,2.872457528850331
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_10.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,71517.0,71526.0,21464.25839257896,139630.0,322312.0,9182.0,6.659466105071781,2.8487924743726576
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_11.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,69543.0,69489.0,20521.343566271942,160457.0,327074.0,8546.0,6.274220380180615,2.6128643670851246
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_12.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,75177.0,73346.0,21773.970116718137,161245.0,350224.0,9899.0,6.217155339644952,2.826476769153456
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_13.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,73550.0,83118.0,22608.122533078385,165984.0,341610.0,9731.0,6.618109110704717,2.848570006732824
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_14.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,82829.0,82909.0,22335.430144922957,170256.0,366837.0,12796.0,6.088652492775526,3.4881977554063517
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_15.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,85730.0,86613.0,23824.247604228163,180264.0,384869.0,11865.0,6.190222544353576,3.0828671573964126
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_16.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,101451.0,92962.0,24711.239595001447,195072.0,407511.0,11547.0,6.0639441867830435,2.833543143620663
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_17.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,41973.0,101131.0,25489.532054944375,232164.0,356667.0,8847.0,7.146591093357214,2.4804649715280638
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_18.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,41711.0,96888.0,24807.140135958587,252202.0,351816.0,10362.0,7.051168831422842,2.945289583191214
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_19.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,38011.0,51879.0,17244.289383465282,281900.0,267606.0,11117.0,6.443909846365657,4.154241683669275
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_20.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,27903.0,86274.0,23061.749083524574,270558.0,281214.0,9937.0,8.200782707661984,3.5336078573612975
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_21.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,39858.0,62792.0,19327.44807594869,248109.0,297524.0,13018.0,6.496097147103659,4.375445342224492
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_22.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,229798.0,65716.0,20190.373003523466,183137.0,631565.0,41341.0,3.1968796566503,6.545802886480409
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_23.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,211839.0,83127.0,23640.64561986836,150561.0,653036.0,22058.0,3.62011368743352,3.377761716046282
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_24.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,249377.0,81831.0,23829.297423483968,127046.0,734897.0,29318.0,3.2425356782629358,3.989402596554347
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_25.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,276969.0,78095.0,23834.002004948212,113151.0,823507.0,29638.0,2.894207578678531,3.598997944158337
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_26.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,332383.0,80521.0,24476.164522576226,91323.0,897564.0,30298.0,2.7269547934828298,3.3755810170639644
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_27.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,330211.0,86714.0,26891.04103585322,88924.0,919523.0,23599.0,2.9244555096341496,2.566439338657108
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_28.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,370077.0,83634.0,27259.761815239646,77788.0,955331.0,28465.0,2.85343632889958,2.9795955537923504
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_29.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,392824.0,90863.0,29414.33872589878,72439.0,971675.0,29930.0,3.027178709537528,3.080248025317107
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_30.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,415478.0,99650.0,32751.484358521586,68622.0,1011389.0,28311.0,3.23826780383429,2.799219686984929
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_31.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,437301.0,93337.0,32830.85084486921,54290.0,1016190.0,27712.0,3.230778776101832,2.7270490754681704
7L,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1_32.tif,7L.63X.RNAiSpz3 5.30 488Ctx Cy3ast Cy5elav 1,449036.0,153899.0,46687.254839279005,37795.0,1027104.0,17265.0,4.545523611949618,1.680939807458641
